complaint_id,customer_id,complaint_date,category,title,priority,status
CP000795,C000566,2026-06-28,PLAN,Plan benefits not received,MEDIUM,CLOSED
CP000796,C000265,2026-04-14,NETWORK,Internet not working,CRITICAL,CLOSED
CP000797,C000639,2026-01-28,BILLING,Unexpected charge,CRITICAL,OPEN
CP000798,C000193,2026-09-05,BILLING,Incorrect bill amount,CRITICAL,OPEN
CP000799,C000027,2026-03-30,OTHER,Other issue,LOW,IN_PROGRESS
CP000800,C000968,2026-02-04,SIM,SIM not working,LOW,IN_PROGRESS
CP000801,C000085,2026-04-29,SIM,SIM not working,LOW,OPEN
CP000802,C000690,2025-11-29,RECHARGE,Recharge issue,LOW,OPEN
CP000803,C000258,2026-05-16,NETWORK,Poor network coverage,HIGH,OPEN
CP000804,C000625,2026-03-12,PLAN,Plan benefits not received,LOW,CLOSED
CP000805,C000316,2026-07-31,PLAN,Plan benefits not received,LOW,IN_PROGRESS
CP000806,C000203,2026-07-18,OTHER,Service related issue,HIGH,CLOSED
CP000807,C000646,2025-12-16,SIM,SIM not working,MEDIUM,OPEN
CP000808,C000559,2026-02-02,BILLING,Incorrect bill amount,MEDIUM,RESOLVED
CP000809,C000669,2026-08-27,OTHER,Other issue,LOW,IN_PROGRESS
CP000810,C000674,2026-06-26,SIM,SIM activation issue,MEDIUM,RESOLVED
CP000811,C000168,2026-01-11,OTHER,Service related issue,LOW,OPEN
CP000812,C000261,2026-05-16,RECHARGE,Recharge amount not reflected,LOW,CLOSED
CP000813,C000927,2026-02-24,PLAN,Plan benefits not received,MEDIUM,CLOSED
CP000814,C000397,2026-07-19,PLAN,Plan related query,LOW,OPEN
CP000815,C000243,2025-12-08,RECHARGE,Recharge amount not reflected,HIGH,RESOLVED
CP000816,C000673,2026-07-09,PLAN,Plan activation issue,HIGH,IN_PROGRESS
CP000817,C000440,2026-08-08,SIM,SIM activation issue,LOW,OPEN
CP000818,C000147,2026-08-05,NETWORK,Internet not working,HIGH,IN_PROGRESS
CP000819,C000169,2026-06-09,SIM,SIM replacement request,MEDIUM,OPEN
CP000820,C000458,2026-09-20,SIM,SIM replacement request,MEDIUM,RESOLVED
CP000821,C000445,2026-04-19,RECHARGE,Recharge amount not reflected,MEDIUM,IN_PROGRESS
CP000822,C000515,2026-01-25,OTHER,Other issue,MEDIUM,CLOSED
CP000823,C000920,2026-05-31,RECHARGE,Recharge amount not reflected,CRITICAL,IN_PROGRESS
CP000824,C000428,2025-11-28,RECHARGE,Recharge failed,MEDIUM,OPEN
CP000825,C000372,2026-01-17,NETWORK,Internet not working,MEDIUM,OPEN
CP000826,C000866,2026-05-18,RECHARGE,Recharge amount not reflected,HIGH,OPEN
CP000827,C000680,2026-06-30,RECHARGE,Recharge issue,MEDIUM,CLOSED
CP000828,C000680,2026-08-06,BILLING,Billing issue,CRITICAL,OPEN
CP000829,C000367,2025-10-21,SIM,SIM not working,CRITICAL,CLOSED
CP000830,C000555,2026-02-17,PLAN,Plan activation issue,CRITICAL,OPEN
CP000831,C000569,2025-09-24,NETWORK,Poor network coverage,MEDIUM,CLOSED
CP000832,C000767,2026-01-17,NETWORK,Slow internet,MEDIUM,OPEN
CP000833,C000115,2025-12-15,PLAN,Plan activation issue,HIGH,RESOLVED
CP000834,C000404,2026-07-28,RECHARGE,Recharge issue,MEDIUM,OPEN
CP000835,C000448,2026-02-06,OTHER,Service related issue,LOW,IN_PROGRESS
CP000836,C000492,2026-08-23,BILLING,Unexpected charge,LOW,RESOLVED
CP000837,C000597,2026-07-14,OTHER,Other issue,CRITICAL,IN_PROGRESS
CP000838,C000345,2026-05-16,RECHARGE,Recharge amount not reflected,CRITICAL,CLOSED
CP000839,C000403,2026-02-06,NETWORK,Slow internet,MEDIUM,RESOLVED
CP000840,C000952,2026-08-13,NETWORK,Poor network coverage,MEDIUM,RESOLVED
CP000841,C000487,2026-09-11,SIM,SIM replacement request,CRITICAL,CLOSED
CP000842,C000653,2026-03-05,BILLING,Billing issue,CRITICAL,OPEN
CP000843,C000853,2026-02-06,SIM,SIM activation issue,HIGH,CLOSED
CP000844,C000061,2026-03-18,BILLING,Billing issue,LOW,CLOSED
CP000845,C000315,2026-09-22,SIM,SIM replacement request,MEDIUM,RESOLVED
CP000846,C000161,2025-11-20,RECHARGE,Recharge failed,CRITICAL,CLOSED
CP000847,C000624,2025-10-29,OTHER,General complaint,CRITICAL,OPEN
CP000848,C000122,2025-12-24,BILLING,Billing issue,HIGH,IN_PROGRESS
CP000849,C000582,2026-06-01,OTHER,Other issue,LOW,CLOSED
CP000850,C000636,2026-05-17,OTHER,Other issue,CRITICAL,IN_PROGRESS
CP000851,C000946,2025-12-16,BILLING,Unexpected charge,MEDIUM,RESOLVED
CP000852,C000903,2026-03-23,NETWORK,Slow internet,LOW,IN_PROGRESS
CP000853,C000542,2026-09-08,BILLING,Unexpected charge,MEDIUM,OPEN
CP000854,C000573,2026-09-13,SIM,SIM replacement request,CRITICAL,RESOLVED
CP000855,C000719,2025-12-26,SIM,SIM replacement request,MEDIUM,RESOLVED
CP000856,C000449,2026-03-15,OTHER,Other issue,MEDIUM,CLOSED
CP000857,C000470,2025-12-10,BILLING,Unexpected charge,CRITICAL,CLOSED
CP000858,C000019,2026-05-14,OTHER,Service related issue,LOW,IN_PROGRESS
CP000859,C000831,2026-03-31,PLAN,Plan activation issue,HIGH,CLOSED
CP000860,C000055,2026-01-07,PLAN,Plan activation issue,MEDIUM,RESOLVED
CP000861,C000083,2025-10-09,NETWORK,Network issue,MEDIUM,RESOLVED
CP000862,C000786,2025-10-18,PLAN,Plan related query,MEDIUM,CLOSED
CP000863,C000629,2026-02-11,SIM,SIM activation issue,CRITICAL,CLOSED
CP000864,C000923,2026-03-02,OTHER,General complaint,LOW,CLOSED
CP000865,C000066,2026-05-13,PLAN,Plan activation issue,HIGH,RESOLVED
CP000866,C000135,2026-07-07,OTHER,Other issue,LOW,IN_PROGRESS
CP000867,C000107,2026-02-22,PLAN,Plan activation issue,LOW,CLOSED
CP000868,C000621,2026-02-09,NETWORK,Internet not working,HIGH,IN_PROGRESS
CP000869,C000468,2025-12-06,SIM,SIM activation issue,HIGH,IN_PROGRESS
CP000870,C000101,2026-08-10,NETWORK,Poor network coverage,HIGH,RESOLVED
CP000871,C000126,2026-07-13,SIM,SIM replacement request,HIGH,RESOLVED
CP000872,C000724,2026-03-31,SIM,SIM activation issue,HIGH,RESOLVED
CP000873,C000823,2026-06-08,OTHER,Other issue,MEDIUM,CLOSED
CP000874,C000871,2025-10-24,RECHARGE,Recharge failed,CRITICAL,CLOSED
CP000875,C000796,2025-11-18,BILLING,Incorrect bill amount,MEDIUM,RESOLVED
CP000876,C000142,2026-08-04,OTHER,Other issue,CRITICAL,IN_PROGRESS
CP000877,C000375,2026-05-01,OTHER,Service related issue,CRITICAL,CLOSED
CP000878,C000397,2026-05-17,BILLING,Incorrect bill amount,LOW,RESOLVED
CP000879,C000070,2026-08-16,NETWORK,Poor network coverage,MEDIUM,IN_PROGRESS
CP000880,C000205,2026-01-03,PLAN,Plan activation issue,MEDIUM,CLOSED
CP000881,C000818,2026-01-02,OTHER,Service related issue,MEDIUM,CLOSED
CP000882,C000840,2026-04-06,SIM,SIM not working,MEDIUM,OPEN
CP000883,C000607,2026-02-06,SIM,SIM activation issue,MEDIUM,IN_PROGRESS
CP000884,C000371,2026-02-14,RECHARGE,Recharge issue,MEDIUM,IN_PROGRESS
CP000885,C000689,2026-05-29,SIM,SIM not working,MEDIUM,OPEN
CP000886,C000174,2025-10-13,OTHER,Other issue,MEDIUM,OPEN
CP000887,C000379,2026-08-02,BILLING,Incorrect bill amount,HIGH,OPEN
CP000888,C000193,2026-08-14,BILLING,Unexpected charge,HIGH,OPEN
CP000889,C000155,2025-10-23,RECHARGE,Recharge issue,CRITICAL,RESOLVED
CP000890,C000299,2026-03-09,PLAN,Plan related query,CRITICAL,OPEN
CP000891,C000367,2026-01-29,RECHARGE,Recharge failed,MEDIUM,OPEN
CP000892,C000225,2025-12-28,OTHER,Service related issue,HIGH,OPEN
CP000893,C000947,2025-11-04,PLAN,Plan activation issue,HIGH,CLOSED
CP000894,C000184,2026-06-30,NETWORK,Network issue,HIGH,OPEN
CP000895,C000372,2025-12-18,OTHER,Other issue,LOW,OPEN
CP000896,C000166,2026-05-28,SIM,SIM not working,MEDIUM,CLOSED
CP000897,C000062,2026-02-26,SIM,SIM not working,HIGH,CLOSED
CP000898,C000935,2026-07-17,SIM,SIM not working,MEDIUM,OPEN
CP000899,C000849,2026-03-29,OTHER,Service related issue,LOW,OPEN
CP000900,C000425,2025-10-16,PLAN,Plan benefits not received,HIGH,OPEN
CP000901,C000579,2026-07-12,PLAN,Plan related query,CRITICAL,OPEN
CP000902,C000123,2025-12-13,OTHER,Service related issue,MEDIUM,RESOLVED
CP000903,C000469,2026-07-03,RECHARGE,Recharge issue,MEDIUM,RESOLVED
CP000904,C000892,2026-08-20,BILLING,Billing issue,MEDIUM,IN_PROGRESS
CP000905,C000661,2025-10-24,SIM,SIM not working,HIGH,IN_PROGRESS
CP000906,C000797,2026-03-22,NETWORK,Network issue,MEDIUM,RESOLVED
CP000907,C000329,2026-06-28,RECHARGE,Recharge issue,HIGH,IN_PROGRESS
CP000908,C000906,2026-04-20,BILLING,Billing issue,HIGH,OPEN
CP000909,C000797,2026-05-06,SIM,SIM activation issue,MEDIUM,RESOLVED
CP000910,C000300,2026-08-29,BILLING,Unexpected charge,MEDIUM,OPEN
CP000911,C000394,2026-06-08,NETWORK,Poor network coverage,CRITICAL,CLOSED
CP000912,C000369,2026-01-08,RECHARGE,Recharge failed,MEDIUM,OPEN
CP000913,C000031,2026-08-09,OTHER,Service related issue,MEDIUM,CLOSED
CP000914,C000512,2025-11-26,SIM,SIM activation issue,MEDIUM,RESOLVED
CP000915,C000195,2026-01-05,SIM,SIM not working,LOW,OPEN
CP000916,C000972,2026-07-26,PLAN,Plan activation issue,MEDIUM,OPEN
CP000917,C000611,2026-06-25,PLAN,Plan activation issue,HIGH,OPEN
CP000918,C000835,2026-08-10,PLAN,Plan related query,CRITICAL,IN_PROGRESS
CP000919,C000040,2025-09-26,RECHARGE,Recharge issue,MEDIUM,OPEN
CP000920,C000804,2026-09-03,RECHARGE,Recharge issue,MEDIUM,IN_PROGRESS
CP000921,C000513,2026-01-24,BILLING,Incorrect bill amount,HIGH,IN_PROGRESS
CP000922,C000178,2026-09-12,NETWORK,Poor network coverage,MEDIUM,OPEN
CP000923,C000507,2026-06-03,NETWORK,Internet not working,MEDIUM,CLOSED
CP000924,C000784,2026-02-26,NETWORK,Internet not working,HIGH,OPEN
CP000925,C000668,2026-04-19,RECHARGE,Recharge failed,LOW,OPEN
CP000926,C000692,2026-06-26,SIM,SIM activation issue,MEDIUM,RESOLVED
CP000927,C000145,2025-12-15,BILLING,Billing issue,MEDIUM,CLOSED
CP000928,C000936,2025-09-26,SIM,SIM not working,MEDIUM,IN_PROGRESS
CP000929,C000304,2026-03-01,NETWORK,Network issue,HIGH,IN_PROGRESS
CP000930,C000208,2026-09-16,OTHER,Other issue,MEDIUM,RESOLVED
CP000931,C000746,2026-03-17,PLAN,Plan benefits not received,CRITICAL,CLOSED
CP000932,C000251,2026-05-24,BILLING,Incorrect bill amount,MEDIUM,IN_PROGRESS
CP000933,C000505,2026-06-19,NETWORK,Network issue,CRITICAL,IN_PROGRESS
CP000934,C000333,2026-01-27,SIM,SIM replacement request,MEDIUM,CLOSED
CP000935,C000434,2025-12-03,RECHARGE,Recharge issue,HIGH,OPEN
CP000936,C000554,2026-08-03,OTHER,Service related issue,MEDIUM,CLOSED
CP000937,C000311,2026-04-03,BILLING,Incorrect bill amount,MEDIUM,OPEN
CP000938,C000960,2026-07-25,RECHARGE,Recharge failed,MEDIUM,RESOLVED
CP000939,C000155,2025-11-27,OTHER,Service related issue,CRITICAL,OPEN
CP000940,C000039,2026-03-08,PLAN,Plan activation issue,HIGH,IN_PROGRESS
CP000941,C000239,2025-12-17,PLAN,Plan benefits not received,MEDIUM,OPEN
CP000942,C000199,2025-10-10,OTHER,Service related issue,LOW,CLOSED
CP000943,C000570,2026-08-24,OTHER,Other issue,MEDIUM,CLOSED
CP000944,C000134,2026-07-04,NETWORK,Internet not working,MEDIUM,CLOSED
CP000945,C000168,2026-03-01,OTHER,General complaint,HIGH,OPEN
CP000946,C000198,2025-12-20,SIM,SIM activation issue,MEDIUM,RESOLVED
CP000947,C000740,2026-05-16,OTHER,Service related issue,MEDIUM,CLOSED
CP000948,C000527,2026-01-10,RECHARGE,Recharge amount not reflected,CRITICAL,IN_PROGRESS
CP000949,C000672,2026-07-20,RECHARGE,Recharge issue,LOW,RESOLVED
CP000950,C000207,2026-01-07,OTHER,Other issue,HIGH,OPEN
CP000951,C000677,2026-01-02,SIM,SIM replacement request,CRITICAL,IN_PROGRESS
CP000952,C000282,2025-10-24,SIM,SIM replacement request,CRITICAL,OPEN
CP000953,C000247,2025-11-30,BILLING,Unexpected charge,MEDIUM,RESOLVED
CP000954,C000524,2026-08-13,PLAN,Plan related query,MEDIUM,OPEN
CP000955,C000638,2025-09-23,OTHER,Other issue,MEDIUM,IN_PROGRESS
CP000956,C000704,2025-10-03,OTHER,General complaint,HIGH,CLOSED
CP000957,C000932,2026-08-01,RECHARGE,Recharge failed,HIGH,IN_PROGRESS
CP000958,C000533,2026-09-16,OTHER,Other issue,CRITICAL,OPEN
CP000959,C000476,2026-02-19,OTHER,General complaint,CRITICAL,IN_PROGRESS
CP000960,C000090,2025-12-29,SIM,SIM activation issue,LOW,OPEN
CP000961,C000796,2026-02-18,PLAN,Plan activation issue,MEDIUM,OPEN
CP000962,C000144,2026-07-08,PLAN,Plan benefits not received,HIGH,CLOSED
CP000963,C000936,2026-07-09,OTHER,Service related issue,MEDIUM,OPEN
CP000964,C000528,2025-10-04,BILLING,Unexpected charge,HIGH,CLOSED
CP000965,C000873,2025-11-17,PLAN,Plan benefits not received,MEDIUM,RESOLVED
CP000966,C000205,2026-02-07,BILLING,Unexpected charge,MEDIUM,CLOSED
CP000967,C000418,2025-09-29,BILLING,Incorrect bill amount,LOW,IN_PROGRESS
CP000968,C000363,2026-08-20,SIM,SIM activation issue,MEDIUM,OPEN
CP000969,C000759,2026-04-17,PLAN,Plan related query,MEDIUM,RESOLVED
CP000970,C000002,2026-08-08,NETWORK,Network issue,MEDIUM,CLOSED
CP000971,C000932,2026-09-14,SIM,SIM replacement request,CRITICAL,OPEN
CP000972,C000620,2026-01-18,SIM,SIM activation issue,MEDIUM,IN_PROGRESS
CP000973,C000031,2025-11-13,RECHARGE,Recharge issue,LOW,OPEN
CP000974,C000444,2026-05-20,BILLING,Unexpected charge,MEDIUM,IN_PROGRESS
CP000975,C000964,2026-01-10,OTHER,General complaint,HIGH,RESOLVED
CP000976,C000819,2026-08-02,NETWORK,Slow internet,MEDIUM,IN_PROGRESS
CP000977,C000028,2026-05-11,BILLING,Incorrect bill amount,HIGH,IN_PROGRESS
CP000978,C000326,2025-12-28,NETWORK,Poor network coverage,MEDIUM,OPEN
CP000979,C000426,2026-05-13,RECHARGE,Recharge issue,MEDIUM,RESOLVED
CP000980,C000153,2025-12-29,NETWORK,Slow internet,HIGH,IN_PROGRESS
CP000981,C000612,2026-01-21,NETWORK,Poor network coverage,CRITICAL,IN_PROGRESS
CP000982,C000777,2026-03-27,NETWORK,Internet not working,MEDIUM,RESOLVED
CP000983,C000170,2026-02-25,OTHER,Other issue,MEDIUM,OPEN
CP000984,C000877,2026-04-10,PLAN,Plan activation issue,LOW,CLOSED
CP000985,C000392,2025-10-14,SIM,SIM activation issue,HIGH,OPEN
CP000986,C000487,2026-08-20,BILLING,Incorrect bill amount,MEDIUM,RESOLVED
CP000987,C000269,2026-05-03,SIM,SIM activation issue,MEDIUM,IN_PROGRESS
CP000988,C000538,2025-10-21,PLAN,Plan benefits not received,HIGH,CLOSED
CP000989,C000271,2025-12-04,PLAN,Plan related query,HIGH,CLOSED
CP000990,C000556,2025-12-21,NETWORK,Slow internet,HIGH,CLOSED
CP000991,C000660,2026-03-23,NETWORK,Poor network coverage,HIGH,OPEN
CP000992,C000401,2025-12-01,PLAN,Plan activation issue,MEDIUM,IN_PROGRESS
CP000993,C000680,2026-05-18,RECHARGE,Recharge failed,MEDIUM,RESOLVED
CP000994,C000480,2025-12-14,PLAN,Plan related query,HIGH,OPEN
CP000995,C000578,2026-03-04,OTHER,Service related issue,MEDIUM,IN_PROGRESS
CP000996,C000298,2026-07-20,BILLING,Incorrect bill amount,MEDIUM,CLOSED
CP000997,C000863,2025-11-06,SIM,SIM activation issue,LOW,IN_PROGRESS
CP000998,C000339,2026-01-21,NETWORK,Poor network coverage,LOW,RESOLVED
CP000999,C000234,2026-01-21,BILLING,Billing issue,MEDIUM,CLOSED
CP001000,C000073,2025-12-28,NETWORK,Network issue,MEDIUM,OPEN
CP001001,C000607,2025-11-08,OTHER,General complaint,CRITICAL,RESOLVED
CP001002,C000268,2026-05-20,RECHARGE,Recharge issue,LOW,RESOLVED
CP001003,C000819,2025-12-21,BILLING,Unexpected charge,HIGH,IN_PROGRESS
CP001004,C000418,2026-02-18,NETWORK,Poor network coverage,MEDIUM,IN_PROGRESS
CP001005,C000700,2026-04-30,BILLING,Billing issue,LOW,OPEN
CP001006,C000170,2025-12-11,RECHARGE,Recharge issue,LOW,IN_PROGRESS
CP001007,C000372,2026-07-20,PLAN,Plan benefits not received,CRITICAL,OPEN
CP001008,C000254,2026-09-16,RECHARGE,Recharge issue,LOW,OPEN
CP001009,C000550,2026-07-09,RECHARGE,Recharge issue,MEDIUM,RESOLVED
CP001010,C000907,2026-03-09,PLAN,Plan activation issue,HIGH,OPEN
CP001011,C000970,2026-02-13,OTHER,General complaint,CRITICAL,IN_PROGRESS
CP001012,C000425,2026-08-25,SIM,SIM activation issue,MEDIUM,IN_PROGRESS
CP001013,C000105,2025-12-06,NETWORK,Internet not working,LOW,IN_PROGRESS
CP001014,C000962,2026-07-17,PLAN,Plan related query,LOW,RESOLVED
CP001015,C000898,2026-03-14,SIM,SIM activation issue,MEDIUM,RESOLVED
CP001016,C000135,2025-11-12,RECHARGE,Recharge failed,CRITICAL,OPEN
CP001017,C000467,2025-10-30,OTHER,General complaint,MEDIUM,OPEN
CP001018,C000850,2026-08-27,SIM,SIM replacement request,CRITICAL,CLOSED
CP001019,C000522,2026-01-20,BILLING,Billing issue,HIGH,IN_PROGRESS
CP001020,C000706,2026-05-23,PLAN,Plan related query,LOW,OPEN
CP001021,C000108,2026-01-16,NETWORK,Internet not working,MEDIUM,IN_PROGRESS
CP001022,C000809,2026-07-03,NETWORK,Poor network coverage,LOW,IN_PROGRESS
CP001023,C000646,2026-08-30,BILLING,Unexpected charge,LOW,IN_PROGRESS
CP001024,C000055,2026-01-07,NETWORK,Network issue,MEDIUM,OPEN
CP001025,C000865,2026-09-03,SIM,SIM not working,LOW,CLOSED
CP001026,C000909,2026-07-17,RECHARGE,Recharge issue,MEDIUM,IN_PROGRESS
CP001027,C000638,2026-07-30,PLAN,Plan benefits not received,MEDIUM,CLOSED
CP001028,C000629,2026-09-12,PLAN,Plan activation issue,CRITICAL,OPEN
CP001029,C000914,2025-10-26,RECHARGE,Recharge failed,LOW,CLOSED
CP001030,C000288,2026-01-13,BILLING,Billing issue,MEDIUM,IN_PROGRESS
CP001031,C000457,2026-01-17,OTHER,Service related issue,MEDIUM,RESOLVED
CP001032,C000507,2026-05-24,OTHER,Service related issue,HIGH,IN_PROGRESS
CP001033,C000892,2026-04-03,SIM,SIM activation issue,CRITICAL,RESOLVED
CP001034,C000836,2026-03-31,SIM,SIM not working,HIGH,RESOLVED
CP001035,C000968,2026-07-19,BILLING,Unexpected charge,LOW,OPEN
CP001036,C000282,2026-06-20,PLAN,Plan benefits not received,LOW,RESOLVED
CP001037,C000163,2025-12-31,BILLING,Incorrect bill amount,HIGH,RESOLVED
CP001038,C000960,2026-02-06,SIM,SIM not working,CRITICAL,RESOLVED
CP001039,C000066,2026-06-24,RECHARGE,Recharge failed,HIGH,CLOSED
CP001040,C000091,2025-10-14,NETWORK,Poor network coverage,MEDIUM,OPEN
CP001041,C000577,2026-05-30,RECHARGE,Recharge amount not reflected,CRITICAL,RESOLVED
CP001042,C000851,2026-08-05,NETWORK,Slow internet,LOW,IN_PROGRESS
CP001043,C000709,2026-01-13,PLAN,Plan related query,MEDIUM,OPEN
CP001044,C000709,2025-11-16,PLAN,Plan benefits not received,LOW,CLOSED
CP001045,C000231,2025-12-07,OTHER,Service related issue,HIGH,IN_PROGRESS
CP001046,C000206,2026-03-11,RECHARGE,Recharge issue,CRITICAL,IN_PROGRESS
CP001047,C000425,2026-01-26,NETWORK,Poor network coverage,MEDIUM,CLOSED
CP001048,C000483,2026-02-14,NETWORK,Network issue,MEDIUM,IN_PROGRESS
CP001049,C000521,2026-05-19,SIM,SIM activation issue,MEDIUM,CLOSED
CP001050,C000748,2025-12-05,OTHER,General complaint,MEDIUM,RESOLVED
CP001051,C000499,2026-02-09,OTHER,Service related issue,LOW,OPEN
CP001052,C000215,2026-01-05,PLAN,Plan benefits not received,MEDIUM,CLOSED
CP001053,C000274,2026-02-24,NETWORK,Internet not working,LOW,CLOSED
CP001054,C000720,2026-02-23,RECHARGE,Recharge amount not reflected,CRITICAL,OPEN
CP001055,C000726,2026-01-08,NETWORK,Network issue,MEDIUM,RESOLVED
CP001056,C000072,2026-03-29,OTHER,General complaint,CRITICAL,CLOSED
CP001057,C000640,2026-08-22,RECHARGE,Recharge failed,HIGH,OPEN
CP001058,C000995,2026-02-25,BILLING,Unexpected charge,LOW,RESOLVED
CP001059,C000591,2026-05-24,SIM,SIM activation issue,LOW,IN_PROGRESS
CP001060,C000240,2026-03-26,OTHER,General complaint,MEDIUM,OPEN
CP001061,C000956,2026-03-20,NETWORK,Slow internet,MEDIUM,OPEN
CP001062,C000490,2026-03-07,SIM,SIM replacement request,MEDIUM,CLOSED
CP001063,C000505,2026-09-19,RECHARGE,Recharge issue,LOW,CLOSED
CP001064,C000739,2026-05-04,OTHER,Other issue,MEDIUM,CLOSED
CP001065,C000786,2026-01-15,RECHARGE,Recharge issue,LOW,IN_PROGRESS
CP001066,C000875,2026-09-12,OTHER,General complaint,CRITICAL,IN_PROGRESS
CP001067,C000426,2026-07-17,NETWORK,Network issue,HIGH,IN_PROGRESS
CP001068,C000517,2026-05-07,BILLING,Incorrect bill amount,LOW,CLOSED
CP001069,C000894,2026-08-02,RECHARGE,Recharge failed,LOW,IN_PROGRESS
CP001070,C000910,2026-07-01,PLAN,Plan benefits not received,MEDIUM,IN_PROGRESS
CP001071,C000130,2026-03-17,PLAN,Plan activation issue,MEDIUM,CLOSED
CP001072,C000084,2025-10-25,OTHER,Other issue,MEDIUM,RESOLVED
CP001073,C000814,2026-02-03,BILLING,Billing issue,MEDIUM,RESOLVED
CP001074,C000909,2026-03-02,SIM,SIM activation issue,MEDIUM,OPEN
CP001075,C000019,2025-11-01,NETWORK,Slow internet,CRITICAL,CLOSED
CP001076,C000447,2026-09-21,SIM,SIM not working,HIGH,IN_PROGRESS
CP001077,C000622,2025-10-09,RECHARGE,Recharge failed,MEDIUM,CLOSED
CP001078,C000897,2026-03-05,RECHARGE,Recharge issue,HIGH,RESOLVED
CP001079,C000502,2026-01-16,RECHARGE,Recharge failed,MEDIUM,IN_PROGRESS
CP001080,C000698,2026-04-05,NETWORK,Internet not working,MEDIUM,CLOSED
CP001081,C000590,2026-01-15,OTHER,Service related issue,CRITICAL,IN_PROGRESS
CP001082,C000436,2026-08-17,SIM,SIM not working,MEDIUM,RESOLVED
CP001083,C000985,2025-12-26,SIM,SIM activation issue,LOW,OPEN
CP001084,C000256,2025-12-08,SIM,SIM activation issue,CRITICAL,IN_PROGRESS
CP001085,C000171,2026-05-16,NETWORK,Internet not working,MEDIUM,CLOSED
CP001086,C000236,2026-01-04,RECHARGE,Recharge amount not reflected,LOW,OPEN
CP001087,C000307,2025-11-04,PLAN,Plan benefits not received,HIGH,OPEN
CP001088,C000621,2026-08-07,NETWORK,Network issue,LOW,OPEN
CP001089,C000504,2026-01-04,BILLING,Incorrect bill amount,LOW,CLOSED
CP001090,C000624,2026-08-01,PLAN,Plan related query,MEDIUM,IN_PROGRESS
CP001091,C000443,2026-03-29,SIM,SIM not working,MEDIUM,CLOSED
CP001092,C000204,2026-02-19,BILLING,Incorrect bill amount,LOW,CLOSED
CP001093,C000255,2025-09-30,OTHER,General complaint,MEDIUM,RESOLVED
CP001094,C000771,2026-04-19,BILLING,Incorrect bill amount,LOW,IN_PROGRESS
CP001095,C000275,2026-01-19,PLAN,Plan related query,LOW,IN_PROGRESS
CP001096,C000686,2025-10-31,SIM,SIM replacement request,CRITICAL,RESOLVED
CP001097,C000734,2026-03-26,OTHER,Other issue,CRITICAL,IN_PROGRESS
CP001098,C000679,2026-01-21,OTHER,Other issue,HIGH,RESOLVED
CP001099,C000887,2026-06-02,NETWORK,Network issue,LOW,CLOSED
CP001100,C000215,2025-11-21,RECHARGE,Recharge amount not reflected,CRITICAL,CLOSED
CP001101,C000713,2025-12-11,BILLING,Billing issue,CRITICAL,IN_PROGRESS
CP001102,C000414,2026-06-27,BILLING,Incorrect bill amount,CRITICAL,RESOLVED
CP001103,C000811,2026-09-08,PLAN,Plan activation issue,HIGH,OPEN
CP001104,C000308,2025-10-31,NETWORK,Slow internet,MEDIUM,IN_PROGRESS
CP001105,C000530,2026-09-20,NETWORK,Slow internet,LOW,OPEN
CP001106,C000457,2026-06-26,RECHARGE,Recharge issue,CRITICAL,RESOLVED
CP001107,C000487,2026-05-02,NETWORK,Slow internet,MEDIUM,IN_PROGRESS
CP001108,C000534,2026-05-06,OTHER,Service related issue,MEDIUM,IN_PROGRESS
CP001109,C000024,2026-03-21,PLAN,Plan benefits not received,CRITICAL,RESOLVED
CP001110,C000438,2026-04-21,OTHER,Other issue,CRITICAL,CLOSED
CP001111,C000362,2026-06-21,NETWORK,Network issue,LOW,IN_PROGRESS
CP001112,C000901,2026-07-02,RECHARGE,Recharge amount not reflected,HIGH,CLOSED
CP001113,C000162,2025-10-02,BILLING,Billing issue,MEDIUM,CLOSED
CP001114,C000230,2026-04-17,OTHER,Service related issue,MEDIUM,OPEN
CP001115,C000779,2026-07-23,SIM,SIM activation issue,HIGH,IN_PROGRESS
CP001116,C000940,2026-06-20,RECHARGE,Recharge amount not reflected,CRITICAL,RESOLVED
CP001117,C000510,2026-08-13,BILLING,Unexpected charge,MEDIUM,CLOSED
CP001118,C000907,2026-05-24,PLAN,Plan activation issue,MEDIUM,OPEN
CP001119,C000413,2026-07-10,OTHER,Other issue,HIGH,RESOLVED
CP001120,C000979,2025-10-26,SIM,SIM activation issue,CRITICAL,IN_PROGRESS
CP001121,C000569,2026-03-20,RECHARGE,Recharge issue,HIGH,CLOSED
CP001122,C000207,2026-01-27,PLAN,Plan activation issue,LOW,OPEN
CP001123,C000828,2026-04-12,NETWORK,Internet not working,HIGH,RESOLVED
CP001124,C000697,2026-02-20,BILLING,Incorrect bill amount,LOW,CLOSED
CP001125,C000471,2026-06-08,NETWORK,Internet not working,CRITICAL,IN_PROGRESS
CP001126,C000429,2026-01-28,RECHARGE,Recharge issue,MEDIUM,OPEN
CP001127,C000598,2026-09-07,SIM,SIM activation issue,MEDIUM,OPEN
CP001128,C000395,2026-07-19,NETWORK,Network issue,MEDIUM,RESOLVED
CP001129,C000118,2026-06-07,PLAN,Plan activation issue,MEDIUM,OPEN
CP001130,C000597,2025-12-11,PLAN,Plan related query,MEDIUM,IN_PROGRESS
CP001131,C000858,2026-05-11,BILLING,Billing issue,MEDIUM,OPEN
